"v1","v2"
"ex 1802",1.59290647007788,2.55903377963957
"ex 1803",0.188195409198236,-0.451284909872311
"ex 1804",0.819200945614477,-0.5456331621648
"ex 1805",1.87227254282635,1.69093133334514
"ex 1806",-0.393812414180199,-0.519170156216062
"ex 1807",-0.162155005598338,-0.291710200496770
"ex 1808",0.170709598934093,-0.372386431931552
"ex 1809",2.14562692727539,0.985705922428735
"ex 1810",-0.639512336799751,1.34230927213085
"ex 1811",2.65187760639931,1.75781524898227
"ex 1812",1.93330356102790,0.838946063083434
"ex 1813",1.45004139201501,0.28615532594246
"ex 1814",-0.057500969224739,0.671052703730367
"ex 1815",1.29392243903386,-0.524122922538355
"ex 1816",1.34925901553927,-0.297265520250998
"ex 1817",1.58275801593984,-0.974749793582767
"ex 1818",0.117945356538034,3.2709506325075
"ex 1819",0.900919667513027,0.750753679916205
"ex 1820",0.731260042762772,-0.118663815847221
"ex 1821",1.39739342708528,1.01496814015311
"ex 1822",1.36356511664438,1.38288208512277
"ex 1823",2.31167066653588,0.130359933499258
"ex 1824",1.11838167635737,1.16620753747067
"ex 1825",0.02272698256952,1.58781322499412
"ex 1826",1.02293665521567,0.613210376388438
"ex 1827",1.01271795205794,0.566089087311405
"ex 1828",0.264833968817958,1.56431883943358
"ex 1829",0.788326644740241,-0.00891340568712762
"ex 1830",1.81600230279386,-0.443086389211469
"ex 1831",-0.448723109422832,-0.21515666726454
"ex 1832",0.425681850804947,2.3169610015767
"ex 1833",0.630911109438793,2.56770272857941
"ex 1834",1.12330478096863,3.14147993899863
"ex 1835",0.634747905469036,-1.08736556693942
"ex 1836",1.42760092912508,-0.212288511471761
"ex 1837",1.47106425909829,0.859889575917196
"ex 1838",0.131787775647872,0.334421620502182
"ex 1839",2.84377381960568,0.854933175835538
"ex 1840",1.08484856512830,-0.455859393211330
"ex 1841",1.10623022645024,0.962062671789249
"ex 1842",-0.00985662071080196,-0.820435020664584
"ex 1843",-0.222339036794326,1.06425987303792
"ex 1844",3.17174746062133,-1.48703555235941
"ex 1845",0.227956995339702,2.04830711877481
"ex 1846",1.29446410470438,0.517522464723085
"ex 1847",0.178546123792987,1.71124467283935
"ex 1848",0.139069404194063,0.901099292845322
"ex 1849",0.617137181225172,-0.569759500695793
"ex 1850",1.45612266391397,0.243088400966375
"ex 1851",3.0988555683418,0.285066487215988
"ex 1852",1.02756850318599,-0.679391281094521
"ex 1853",3.03935251810886,-0.379312526162787
"ex 1854",-0.0442339770116267,1.8615717963753
"ex 1855",0.945169305259387,1.20044589717321
"ex 1856",3.14005585672892,-1.91490246647006
"ex 1857",2.38839556946622,0.327160858625283
"ex 1858",2.31401111830836,-0.471060614296956
"ex 1859",1.08018143221564,1.76110084814250
"ex 1860",-1.09532386913163,-0.0358655073567486
"ex 1861",1.32079517648377,0.399843885758745
"ex 1862",0.655464209243529,2.85023613685675
"ex 1863",0.737049521319108,2.7458664639483
"ex 1864",1.95431388052887,1.48788704725633
"ex 1865",0.851651557120292,2.58065869840018
"ex 1866",0.284725777832604,-0.64870921073459
"ex 1867",1.75959249778622,1.11492571158172
"ex 1868",3.5773862143991,1.2607706890654
"ex 1869",1.30270137178002,-0.180934787669671
"ex 1870",0.25639885761773,0.463088101082221
"ex 1871",1.61378069054344,-1.00978328738861
"ex 1872",0.224264615821647,2.37369541446188
"ex 1873",0.953538114076083,0.480092256151964
"ex 1874",1.37539177928335,-1.15424997371425
"ex 1875",-0.181311142721571,0.430324010726173
"ex 1876",-0.393284400991023,1.21650214959278
"ex 1877",0.614414634297006,2.11263047871975
"ex 1878",1.46212959271142,0.811179588806232
"ex 1879",0.445429607776126,0.983206515098118
"ex 1880",1.34322347175919,2.41934708515189
"ex 1881",-1.42507870189982,2.08589488952779
"ex 1882",0.53806074340012,1.75631685159190
"ex 1883",1.96561933232116,0.674994221235
"ex 1884",0.102332105461503,3.32084473258484
"ex 1885",2.06479565669517,1.29085256537578
"ex 1886",-1.66039368369077,-0.146161847464433
"ex 1887",0.687170208504098,2.13196197700722
"ex 1888",0.885463429811792,-0.303397954228227
"ex 1889",3.09210257580915,0.50911292018515
"ex 1890",1.32767285657556,1.30987590404838
"ex 1891",-1.16973536406935,-0.359013515794121
"ex 1892",0.474586071841396,-1.03075871800135
"ex 1893",0.0690632642467712,-0.169243872923958
"ex 1894",-0.0379437644493561,0.186764866852490
"ex 1895",-0.259219113079183,1.49724423321659
"ex 1896",-1.41433234104663,1.08702183551141
"ex 1897",-1.15574312184784,1.74909361785945
"ex 1898",0.265825393970113,1.95563182969541
"ex 1899",0.480788988085736,0.207839421423419
"ex 1900",0.613617361082351,-0.699027848363757
"ex 1901",1.9562783524362,-0.42652556594918
"ex 1902",-0.879656482366249,0.470729096367161
"ex 1903",1.70363522309303,-0.518157134585987
"ex 1904",0.201857267211257,1.15277182865928
"ex 1905",1.32440546567586,0.770465414811992
"ex 1906",0.763025007398031,0.907847104783533
"ex 1907",0.0295169738884049,-0.251379770513224
"ex 1908",0.866331826531993,0.226594994731894
"ex 1909",0.103810865627291,1.12097403161410
"ex 1910",1.60278976036148,-0.731863119305258
"ex 1911",0.513788343477204,1.41200793882954
"ex 1912",0.677712938922563,0.470538855440208
"ex 1913",1.78732656942001,1.30726103670966
"ex 1914",0.875042193640437,1.46219552257386
"ex 1915",0.746147421653927,0.71970528580805
"ex 1916",-0.115358604057003,0.408445346340598
"ex 1917",0.864688483170817,0.0498876089059955
"ex 1918",2.03614599497628,1.26973072098601
"ex 1919",0.931761634572295,0.688185676621912
"ex 1920",0.556937912440109,2.37769264011776
"ex 1921",0.329883141660454,3.91799492837524
"ex 1922",2.20541722139080,2.08203971688114
"ex 1923",2.46130944883481,2.26551845068044
"ex 1924",2.23064520018824,-0.37189624560969
"ex 1925",0.561336494492282,2.43862712327011
"ex 1926",-0.0276340102425452,-0.150697589161861
"ex 1927",1.97607071143040,-0.0982560948220605
"ex 1928",1.03180087902740,0.235596225197852
"ex 1929",1.04055688722579,2.57843094846656
"ex 1930",1.55149959836072,2.00640774793710
"ex 1931",-1.02447505403999,0.592297692288983
"ex 1932",2.60492236632393,1.31380033050033
"ex 1933",0.224545041120393,0.143602894890645
"ex 1934",0.537363925686849,2.48227254742993
"ex 1935",2.29638801550810,1.19701704781844
"ex 1936",-0.135183792125432,2.8325660417714
"ex 1937",0.538838863670516,-0.0351802828288601
"ex 1938",0.574503920699713,0.893438631127874
"ex 1939",-0.189134046692413,1.65639701497728
"ex 1940",-0.451596347197323,1.06438168673760
"ex 1941",2.09717040464708,4.36486117911581
"ex 1942",0.603560415938433,1.03099119876942
"ex 1943",0.744725924202467,0.263148133233400
"ex 1944",-0.482834190368177,0.773661293575819
"ex 1945",0.338227485440469,-0.140870974525852
"ex 1946",1.71288151310018,1.12397256935205
"ex 1947",1.68252899884481,0.384273969089338
"ex 1948",1.10522960943585,2.30564487644779
"ex 1949",0.389352580345643,1.92357700210929
"ex 1950",0.754138784343048,-0.52378721760274
"ex 1951",1.83773544901345,0.506361945090007
"ex 1952",1.05083932195778,1.68581751130519
"ex 1953",1.95357454430611,1.14863186671920
"ex 1954",2.01204583325943,2.92730018607979
"ex 1955",0.97194358562903,2.92939424363936
"ex 1956",0.336347693872293,1.76330036528922
"ex 1957",0.99521544889714,1.73328452287675
"ex 1958",0.587546173773775,-0.0882709796167216
"ex 1959",0.670616675171372,0.867750685851208
"ex 1960",1.72708051545411,-0.16087233392595
"ex 1961",0.556669057915145,0.94122412123426
"ex 1962",1.59957302322968,0.419684432818338
"ex 1963",2.38452619879599,0.47498169139697
"ex 1964",1.54790483161898,-1.00669851599628
"ex 1965",0.850373543507255,1.34641414523750
"ex 1966",0.410169594654529,0.499708191261938
"ex 1967",-0.334479130514869,0.770784996562788
"ex 1968",1.12014864474270,1.83791413387969
"ex 1969",1.54437354750428,2.03560786892565
"ex 1970",2.11648676100389,0.585669067630800
"ex 1971",0.852808037915717,2.50734514926333
"ex 1972",2.11682874051434,1.75169818259532
"ex 1973",0.798578863935648,-0.522313534767717
"ex 1974",2.75136306819744,-0.459260043440624
"ex 1975",0.595393885605745,1.17757026335211
"ex 1976",1.6927820761675,1.31366757501764
"ex 1977",0.828889256730566,-0.169099494638042
"ex 1978",-0.607379660209522,-0.0275428534952586
"ex 1979",1.55806860008442,1.42445931522808
"ex 1980",-1.15707121765112,1.19185796907946
"ex 1981",0.412186641204656,3.92015908908538
"ex 1982",0.214940570878476,0.985041465603533
"ex 1983",1.53345656277131,0.291099530742558
"ex 1984",1.50748629644642,-0.149380168314837
"ex 1985",0.688424224514716,-0.303337059452650
"ex 1986",1.20560958843733,0.152907022427428
"ex 1987",2.43475021500718,1.27485556009971
"ex 1988",2.53226126871260,-0.583630068703874
"ex 1989",1.26445449411773,-0.748590587912605
"ex 1990",2.86410081111337,1.63092987736928
"ex 1991",0.506880396619242,0.705881318307803
"ex 1992",0.360214053918753,0.421264985769443
"ex 1993",1.21866731476459,2.36169155055504
"ex 1994",1.18108959813908,0.82705017908349
"ex 1995",0.235975223119262,2.62458064539434
"ex 1996",1.67759592401380,0.671314019887832
"ex 1997",0.0736889964592763,1.88869436575871
"ex 1998",0.79732233289828,-0.397799530557617
"ex 1999",-0.429991358355764,0.660445458329543
"ex 2000",2.58411102698503,1.43652247964184
